task_label,project,started_at,ended_at,duration_minutes
codando,Estudos,2025-01-08 12:00:00,2025-01-08 14:24:00,144
foco,Portfolio,2025-01-08 12:30:00,2025-01-08 14:26:00,116
deep_work,Trabalho,2025-01-08 13:00:00,2025-01-08 15:32:00,152
admin,Financeiro pessoal,2025-01-08 13:30:00,2025-01-08 15:00:00,90
admin,Financeiro pessoal,2025-01-08 14:00:00,2025-01-08 14:37:00,37
reuniao,Estudos,2025-01-08 14:30:00,2025-01-08 16:24:00,114
deep_work,Trabalho,2025-01-08 15:00:00,2025-01-08 17:33:00,153
codando,Trabalho,2025-01-08 15:30:00,2025-01-08 16:55:00,85
deep_work,Consultoria,2025-01-08 16:00:00,2025-01-08 18:26:00,146
pesquisa,Portfolio,2025-01-08 16:30:00,2025-01-08 17:31:00,61
admin,Financeiro pessoal,2025-01-08 17:00:00,2025-01-08 19:16:00,136
codando,Estudos,2025-01-08 17:30:00,2025-01-08 18:00:00,30
admin,Trabalho,2025-01-08 18:00:00,2025-01-08 18:45:00,45
deep_work,Financeiro pessoal,2025-01-08 18:30:00,2025-01-08 21:18:00,168
codando,Estudos,2025-01-08 19:00:00,2025-01-08 20:15:00,75
reuniao,Financeiro pessoal,2025-01-08 19:30:00,2025-01-08 21:47:00,137
deep_work,Estudos,2025-01-08 20:00:00,2025-01-08 22:47:00,167
reuniao,Financeiro pessoal,2025-01-08 20:30:00,2025-01-08 21:46:00,76
codando,Consultoria,2025-01-08 21:00:00,2025-01-08 21:24:00,24
admin,Portfolio,2025-01-08 21:30:00,2025-01-08 22:03:00,33
pesquisa,Financeiro pessoal,2025-01-08 22:00:00,2025-01-08 22:43:00,43
foco,Portfolio,2025-01-08 22:30:00,2025-01-08 23:57:00,87
admin,Financeiro pessoal,2025-01-08 23:00:00,2025-01-09 00:07:00,67
reuniao,Trabalho,2025-01-08 23:30:00,2025-01-09 00:49:00,79
deep_work,Consultoria,2025-01-09 00:00:00,2025-01-09 00:22:00,22
codando,Consultoria,2025-01-09 00:30:00,2025-01-09 02:48:00,138
admin,Portfolio,2025-01-09 01:00:00,2025-01-09 03:36:00,156
pesquisa,Trabalho,2025-01-09 01:30:00,2025-01-09 03:29:00,119
codando,Estudos,2025-01-09 02:00:00,2025-01-09 03:42:00,102
reuniao,Consultoria,2025-01-09 02:30:00,2025-01-09 03:13:00,43
codando,Trabalho,2025-01-09 03:00:00,2025-01-09 05:31:00,151
codando,Trabalho,2025-01-09 03:30:00,2025-01-09 06:06:00,156
deep_work,Portfolio,2025-01-09 04:00:00,2025-01-09 04:20:00,20
foco,Trabalho,2025-01-09 04:30:00,2025-01-09 06:45:00,135
reuniao,Trabalho,2025-01-09 05:00:00,2025-01-09 07:39:00,159
deep_work,Estudos,2025-01-09 05:30:00,2025-01-09 08:15:00,165
foco,Portfolio,2025-01-09 06:00:00,2025-01-09 06:29:00,29
deep_work,Portfolio,2025-01-09 06:30:00,2025-01-09 09:15:00,165
foco,Trabalho,2025-01-09 07:00:00,2025-01-09 09:51:00,171
foco,Estudos,2025-01-09 07:30:00,2025-01-09 09:58:00,148
foco,Financeiro pessoal,2025-01-09 08:00:00,2025-01-09 09:38:00,98
deep_work,Consultoria,2025-01-09 08:30:00,2025-01-09 10:28:00,118
codando,Portfolio,2025-01-09 09:00:00,2025-01-09 11:43:00,163
foco,Estudos,2025-01-09 09:30:00,2025-01-09 12:12:00,162
codando,Estudos,2025-01-09 10:00:00,2025-01-09 12:32:00,152
reuniao,Trabalho,2025-01-09 10:30:00,2025-01-09 11:34:00,64
pesquisa,Consultoria,2025-01-09 11:00:00,2025-01-09 13:17:00,137
codando,Portfolio,2025-01-09 11:30:00,2025-01-09 12:41:00,71
pesquisa,Financeiro pessoal,2025-01-09 12:00:00,2025-01-09 14:11:00,131
foco,Trabalho,2025-01-09 12:30:00,2025-01-09 15:04:00,154
pesquisa,Portfolio,2025-01-09 13:00:00,2025-01-09 15:54:00,174
pesquisa,Portfolio,2025-01-09 13:30:00,2025-01-09 15:41:00,131
foco,Estudos,2025-01-09 14:00:00,2025-01-09 14:32:00,32
codando,Consultoria,2025-01-09 14:30:00,2025-01-09 15:06:00,36
foco,Financeiro pessoal,2025-01-09 15:00:00,2025-01-09 16:03:00,63
reuniao,Consultoria,2025-01-09 15:30:00,2025-01-09 18:10:00,160
admin,Estudos,2025-01-09 16:00:00,2025-01-09 17:32:00,92
deep_work,Financeiro pessoal,2025-01-09 16:30:00,2025-01-09 16:54:00,24
foco,Financeiro pessoal,2025-01-09 17:00:00,2025-01-09 17:52:00,52
foco,Trabalho,2025-01-09 17:30:00,2025-01-09 20:01:00,151
pesquisa,Financeiro pessoal,2025-01-09 18:00:00,2025-01-09 20:53:00,173
reuniao,Portfolio,2025-01-09 18:30:00,2025-01-09 19:57:00,87
pesquisa,Consultoria,2025-01-09 19:00:00,2025-01-09 19:35:00,35
codando,Consultoria,2025-01-09 19:30:00,2025-01-09 22:19:00,169
foco,Trabalho,2025-01-09 20:00:00,2025-01-09 20:55:00,55
foco,Financeiro pessoal,2025-01-09 20:30:00,2025-01-09 22:31:00,121
pesquisa,Estudos,2025-01-09 21:00:00,2025-01-09 21:44:00,44
foco,Portfolio,2025-01-09 21:30:00,2025-01-09 23:01:00,91
codando,Trabalho,2025-01-09 22:00:00,2025-01-09 23:40:00,100
admin,Financeiro pessoal,2025-01-09 22:30:00,2025-01-09 23:50:00,80
deep_work,Estudos,2025-01-09 23:00:00,2025-01-09 23:37:00,37
deep_work,Financeiro pessoal,2025-01-09 23:30:00,2025-01-10 00:47:00,77
deep_work,Trabalho,2025-01-10 00:00:00,2025-01-10 01:35:00,95
admin,Estudos,2025-01-10 00:30:00,2025-01-10 02:50:00,140
foco,Estudos,2025-01-10 01:00:00,2025-01-10 02:16:00,76
pesquisa,Estudos,2025-01-10 01:30:00,2025-01-10 03:26:00,116
reuniao,Estudos,2025-01-10 02:00:00,2025-01-10 03:22:00,82
foco,Financeiro pessoal,2025-01-10 02:30:00,2025-01-10 03:01:00,31
admin,Estudos,2025-01-10 03:00:00,2025-01-10 03:30:00,30
codando,Financeiro pessoal,2025-01-10 03:30:00,2025-01-10 06:10:00,160
admin,Estudos,2025-01-10 04:00:00,2025-01-10 04:46:00,46
deep_work,Estudos,2025-01-10 04:30:00,2025-01-10 06:33:00,123
foco,Trabalho,2025-01-10 05:00:00,2025-01-10 06:26:00,86
deep_work,Financeiro pessoal,2025-01-10 05:30:00,2025-01-10 07:18:00,108
reuniao,Financeiro pessoal,2025-01-10 06:00:00,2025-01-10 07:04:00,64
codando,Consultoria,2025-01-10 06:30:00,2025-01-10 08:10:00,100
deep_work,Trabalho,2025-01-10 07:00:00,2025-01-10 08:26:00,86
reuniao,Financeiro pessoal,2025-01-10 07:30:00,2025-01-10 10:19:00,169
admin,Trabalho,2025-01-10 08:00:00,2025-01-10 10:01:00,121
deep_work,Trabalho,2025-01-10 08:30:00,2025-01-10 10:20:00,110
deep_work,Trabalho,2025-01-10 09:00:00,2025-01-10 10:01:00,61
pesquisa,Portfolio,2025-01-10 09:30:00,2025-01-10 10:09:00,39
codando,Financeiro pessoal,2025-01-10 10:00:00,2025-01-10 11:07:00,67
codando,Trabalho,2025-01-10 10:30:00,2025-01-10 11:07:00,37
admin,Portfolio,2025-01-10 11:00:00,2025-01-10 13:27:00,147
pesquisa,Portfolio,2025-01-10 11:30:00,2025-01-10 13:06:00,96
reuniao,Estudos,2025-01-10 12:00:00,2025-01-10 12:25:00,25
reuniao,Estudos,2025-01-10 12:30:00,2025-01-10 13:28:00,58
admin,Financeiro pessoal,2025-01-10 13:00:00,2025-01-10 13:30:00,30
codando,Estudos,2025-01-10 13:30:00,2025-01-10 15:41:00,131
reuniao,Financeiro pessoal,2025-01-10 14:00:00,2025-01-10 16:52:00,172
admin,Portfolio,2025-01-10 14:30:00,2025-01-10 16:37:00,127
reuniao,Portfolio,2025-01-10 15:00:00,2025-01-10 16:53:00,113
foco,Financeiro pessoal,2025-01-10 15:30:00,2025-01-10 16:44:00,74
deep_work,Estudos,2025-01-10 16:00:00,2025-01-10 17:43:00,103
codando,Estudos,2025-01-10 16:30:00,2025-01-10 17:47:00,77
foco,Financeiro pessoal,2025-01-10 17:00:00,2025-01-10 17:56:00,56
admin,Consultoria,2025-01-10 17:30:00,2025-01-10 18:05:00,35
admin,Estudos,2025-01-10 18:00:00,2025-01-10 19:29:00,89
foco,Trabalho,2025-01-10 18:30:00,2025-01-10 20:22:00,112
deep_work,Estudos,2025-01-10 19:00:00,2025-01-10 21:43:00,163
deep_work,Consultoria,2025-01-10 19:30:00,2025-01-10 20:07:00,37
pesquisa,Portfolio,2025-01-10 20:00:00,2025-01-10 22:46:00,166
reuniao,Portfolio,2025-01-10 20:30:00,2025-01-10 22:59:00,149
pesquisa,Portfolio,2025-01-10 21:00:00,2025-01-10 23:37:00,157
deep_work,Estudos,2025-01-10 21:30:00,2025-01-10 22:35:00,65
foco,Portfolio,2025-01-10 22:00:00,2025-01-10 22:38:00,38
reuniao,Consultoria,2025-01-10 22:30:00,2025-01-10 23:27:00,57
foco,Consultoria,2025-01-10 23:00:00,2025-01-10 23:56:00,56
pesquisa,Estudos,2025-01-10 23:30:00,2025-01-11 01:41:00,131
admin,Trabalho,2025-01-11 00:00:00,2025-01-11 01:04:00,64
foco,Estudos,2025-01-11 00:30:00,2025-01-11 02:46:00,136
pesquisa,Portfolio,2025-01-11 01:00:00,2025-01-11 03:29:00,149
pesquisa,Estudos,2025-01-11 01:30:00,2025-01-11 02:33:00,63
pesquisa,Consultoria,2025-01-11 02:00:00,2025-01-11 03:56:00,116
admin,Estudos,2025-01-11 02:30:00,2025-01-11 04:12:00,102
admin,Estudos,2025-01-11 03:00:00,2025-01-11 05:23:00,143
admin,Trabalho,2025-01-11 03:30:00,2025-01-11 05:53:00,143
reuniao,Consultoria,2025-01-11 04:00:00,2025-01-11 04:46:00,46
admin,Financeiro pessoal,2025-01-11 04:30:00,2025-01-11 05:37:00,67
admin,Financeiro pessoal,2025-01-11 05:00:00,2025-01-11 06:53:00,113
admin,Consultoria,2025-01-11 05:30:00,2025-01-11 05:56:00,26
foco,Financeiro pessoal,2025-01-11 06:00:00,2025-01-11 08:54:00,174
admin,Portfolio,2025-01-11 06:30:00,2025-01-11 08:14:00,104
reuniao,Financeiro pessoal,2025-01-11 07:00:00,2025-01-11 09:11:00,131
pesquisa,Portfolio,2025-01-11 07:30:00,2025-01-11 09:18:00,108
foco,Consultoria,2025-01-11 08:00:00,2025-01-11 10:27:00,147
deep_work,Financeiro pessoal,2025-01-11 08:30:00,2025-01-11 09:07:00,37
admin,Financeiro pessoal,2025-01-11 09:00:00,2025-01-11 09:52:00,52
pesquisa,Portfolio,2025-01-11 09:30:00,2025-01-11 11:25:00,115
pesquisa,Portfolio,2025-01-11 10:00:00,2025-01-11 12:21:00,141
foco,Estudos,2025-01-11 10:30:00,2025-01-11 11:14:00,44
deep_work,Trabalho,2025-01-11 11:00:00,2025-01-11 13:41:00,161
codando,Financeiro pessoal,2025-01-11 11:30:00,2025-01-11 11:53:00,23
reuniao,Trabalho,2025-01-11 12:00:00,2025-01-11 14:07:00,127
codando,Trabalho,2025-01-11 12:30:00,2025-01-11 14:11:00,101
pesquisa,Financeiro pessoal,2025-01-11 13:00:00,2025-01-11 13:29:00,29
codando,Portfolio,2025-01-11 13:30:00,2025-01-11 14:24:00,54
pesquisa,Estudos,2025-01-11 14:00:00,2025-01-11 15:58:00,118
codando,Consultoria,2025-01-11 14:30:00,2025-01-11 16:33:00,123
pesquisa,Financeiro pessoal,2025-01-11 15:00:00,2025-01-11 15:42:00,42
pesquisa,Financeiro pessoal,2025-01-11 15:30:00,2025-01-11 16:54:00,84
foco,Consultoria,2025-01-11 16:00:00,2025-01-11 17:41:00,101
deep_work,Trabalho,2025-01-11 16:30:00,2025-01-11 19:22:00,172
pesquisa,Estudos,2025-01-11 17:00:00,2025-01-11 17:36:00,36
reuniao,Trabalho,2025-01-11 17:30:00,2025-01-11 20:17:00,167
reuniao,Consultoria,2025-01-11 18:00:00,2025-01-11 20:27:00,147
admin,Consultoria,2025-01-11 18:30:00,2025-01-11 21:22:00,172
pesquisa,Estudos,2025-01-11 19:00:00,2025-01-11 19:50:00,50
pesquisa,Consultoria,2025-01-11 19:30:00,2025-01-11 20:54:00,84
pesquisa,Consultoria,2025-01-11 20:00:00,2025-01-11 21:39:00,99
codando,Estudos,2025-01-11 20:30:00,2025-01-11 22:21:00,111
pesquisa,Financeiro pessoal,2025-01-11 21:00:00,2025-01-11 23:48:00,168
pesquisa,Trabalho,2025-01-11 21:30:00,2025-01-11 22:19:00,49
reuniao,Financeiro pessoal,2025-01-11 22:00:00,2025-01-12 00:22:00,142
deep_work,Financeiro pessoal,2025-01-11 22:30:00,2025-01-12 01:00:00,150
deep_work,Trabalho,2025-01-11 23:00:00,2025-01-12 00:29:00,89
admin,Financeiro pessoal,2025-01-11 23:30:00,2025-01-12 00:18:00,48
reuniao,Estudos,2025-01-12 00:00:00,2025-01-12 00:22:00,22
pesquisa,Trabalho,2025-01-12 00:30:00,2025-01-12 02:04:00,94
deep_work,Portfolio,2025-01-12 01:00:00,2025-01-12 02:04:00,64
foco,Financeiro pessoal,2025-01-12 01:30:00,2025-01-12 02:58:00,88
foco,Consultoria,2025-01-12 02:00:00,2025-01-12 04:59:00,179
foco,Trabalho,2025-01-12 02:30:00,2025-01-12 04:40:00,130
pesquisa,Portfolio,2025-01-12 03:00:00,2025-01-12 04:43:00,103
pesquisa,Consultoria,2025-01-12 03:30:00,2025-01-12 04:41:00,71
admin,Portfolio,2025-01-12 04:00:00,2025-01-12 06:15:00,135
admin,Financeiro pessoal,2025-01-12 04:30:00,2025-01-12 06:32:00,122
admin,Consultoria,2025-01-12 05:00:00,2025-01-12 07:40:00,160
codando,Financeiro pessoal,2025-01-12 05:30:00,2025-01-12 07:09:00,99
foco,Consultoria,2025-01-12 06:00:00,2025-01-12 06:48:00,48
pesquisa,Trabalho,2025-01-12 06:30:00,2025-01-12 09:23:00,173
foco,Estudos,2025-01-12 07:00:00,2025-01-12 09:01:00,121
admin,Estudos,2025-01-12 07:30:00,2025-01-12 08:48:00,78
pesquisa,Portfolio,2025-01-12 08:00:00,2025-01-12 10:58:00,178
reuniao,Consultoria,2025-01-12 08:30:00,2025-01-12 09:01:00,31
deep_work,Financeiro pessoal,2025-01-12 09:00:00,2025-01-12 09:29:00,29
deep_work,Trabalho,2025-01-12 09:30:00,2025-01-12 12:03:00,153
admin,Trabalho,2025-01-12 10:00:00,2025-01-12 12:34:00,154
foco,Trabalho,2025-01-12 10:30:00,2025-01-12 11:20:00,50
reuniao,Estudos,2025-01-12 11:00:00,2025-01-12 12:50:00,110
pesquisa,Financeiro pessoal,2025-01-12 11:30:00,2025-01-12 11:52:00,22
foco,Trabalho,2025-01-12 12:00:00,2025-01-12 14:03:00,123
admin,Trabalho,2025-01-12 12:30:00,2025-01-12 14:55:00,145
foco,Portfolio,2025-01-12 13:00:00,2025-01-12 13:20:00,20
admin,Consultoria,2025-01-12 13:30:00,2025-01-12 16:04:00,154
codando,Consultoria,2025-01-12 14:00:00,2025-01-12 14:34:00,34
deep_work,Consultoria,2025-01-12 14:30:00,2025-01-12 16:18:00,108
deep_work,Portfolio,2025-01-12 15:00:00,2025-01-12 17:57:00,177
foco,Estudos,2025-01-12 15:30:00,2025-01-12 17:51:00,141
reuniao,Portfolio,2025-01-12 16:00:00,2025-01-12 18:15:00,135
pesquisa,Trabalho,2025-01-12 16:30:00,2025-01-12 17:25:00,55
admin,Financeiro pessoal,2025-01-12 17:00:00,2025-01-12 18:26:00,86
pesquisa,Trabalho,2025-01-12 17:30:00,2025-01-12 20:02:00,152
deep_work,Trabalho,2025-01-12 18:00:00,2025-01-12 18:44:00,44
reuniao,Financeiro pessoal,2025-01-12 18:30:00,2025-01-12 19:00:00,30
reuniao,Consultoria,2025-01-12 19:00:00,2025-01-12 20:25:00,85
pesquisa,Portfolio,2025-01-12 19:30:00,2025-01-12 22:25:00,175
deep_work,Estudos,2025-01-12 20:00:00,2025-01-12 21:19:00,79
pesquisa,Trabalho,2025-01-12 20:30:00,2025-01-12 23:07:00,157
foco,Trabalho,2025-01-12 21:00:00,2025-01-12 22:09:00,69
reuniao,Estudos,2025-01-12 21:30:00,2025-01-12 22:52:00,82
reuniao,Portfolio,2025-01-12 22:00:00,2025-01-12 23:51:00,111
foco,Trabalho,2025-01-12 22:30:00,2025-01-12 23:27:00,57
deep_work,Estudos,2025-01-12 23:00:00,2025-01-13 01:19:00,139
reuniao,Trabalho,2025-01-12 23:30:00,2025-01-13 00:22:00,52
codando,Consultoria,2025-01-13 00:00:00,2025-01-13 01:34:00,94
codando,Consultoria,2025-01-13 00:30:00,2025-01-13 01:34:00,64
codando,Trabalho,2025-01-13 01:00:00,2025-01-13 03:28:00,148
admin,Trabalho,2025-01-13 01:30:00,2025-01-13 02:42:00,72
admin,Consultoria,2025-01-13 02:00:00,2025-01-13 03:26:00,86
deep_work,Trabalho,2025-01-13 02:30:00,2025-01-13 05:12:00,162
foco,Portfolio,2025-01-13 03:00:00,2025-01-13 05:04:00,124
pesquisa,Portfolio,2025-01-13 03:30:00,2025-01-13 04:03:00,33
deep_work,Financeiro pessoal,2025-01-13 04:00:00,2025-01-13 06:50:00,170
pesquisa,Portfolio,2025-01-13 04:30:00,2025-01-13 06:53:00,143
deep_work,Trabalho,2025-01-13 05:00:00,2025-01-13 07:19:00,139
admin,Trabalho,2025-01-13 05:30:00,2025-01-13 08:05:00,155
codando,Estudos,2025-01-13 06:00:00,2025-01-13 06:55:00,55
foco,Portfolio,2025-01-13 06:30:00,2025-01-13 08:57:00,147
admin,Consultoria,2025-01-13 07:00:00,2025-01-13 09:33:00,153
foco,Consultoria,2025-01-13 07:30:00,2025-01-13 09:26:00,116
pesquisa,Financeiro pessoal,2025-01-13 08:00:00,2025-01-13 10:55:00,175
deep_work,Estudos,2025-01-13 08:30:00,2025-01-13 11:27:00,177
reuniao,Consultoria,2025-01-13 09:00:00,2025-01-13 10:40:00,100
reuniao,Financeiro pessoal,2025-01-13 09:30:00,2025-01-13 11:02:00,92
foco,Portfolio,2025-01-13 10:00:00,2025-01-13 11:30:00,90
codando,Estudos,2025-01-13 10:30:00,2025-01-13 11:35:00,65
codando,Estudos,2025-01-13 11:00:00,2025-01-13 13:55:00,175
foco,Trabalho,2025-01-13 11:30:00,2025-01-13 14:14:00,164
admin,Portfolio,2025-01-13 12:00:00,2025-01-13 13:19:00,79
reuniao,Estudos,2025-01-13 12:30:00,2025-01-13 13:49:00,79
admin,Financeiro pessoal,2025-01-13 13:00:00,2025-01-13 13:24:00,24
pesquisa,Consultoria,2025-01-13 13:30:00,2025-01-13 16:04:00,154
reuniao,Portfolio,2025-01-13 14:00:00,2025-01-13 16:44:00,164
pesquisa,Portfolio,2025-01-13 14:30:00,2025-01-13 15:48:00,78
deep_work,Estudos,2025-01-13 15:00:00,2025-01-13 15:28:00,28
admin,Estudos,2025-01-13 15:30:00,2025-01-13 18:19:00,169
foco,Estudos,2025-01-13 16:00:00,2025-01-13 17:04:00,64
reuniao,Financeiro pessoal,2025-01-13 16:30:00,2025-01-13 18:09:00,99
admin,Trabalho,2025-01-13 17:00:00,2025-01-13 17:32:00,32
foco,Estudos,2025-01-13 17:30:00,2025-01-13 19:12:00,102
deep_work,Trabalho,2025-01-13 18:00:00,2025-01-13 18:31:00,31
reuniao,Trabalho,2025-01-13 18:30:00,2025-01-13 18:59:00,29
pesquisa,Portfolio,2025-01-13 19:00:00,2025-01-13 19:35:00,35
deep_work,Consultoria,2025-01-13 19:30:00,2025-01-13 21:21:00,111
codando,Consultoria,2025-01-13 20:00:00,2025-01-13 20:38:00,38
foco,Financeiro pessoal,2025-01-13 20:30:00,2025-01-13 22:33:00,123
reuniao,Financeiro pessoal,2025-01-13 21:00:00,2025-01-13 23:33:00,153
reuniao,Consultoria,2025-01-13 21:30:00,2025-01-14 00:01:00,151
deep_work,Consultoria,2025-01-13 22:00:00,2025-01-14 00:57:00,177
reuniao,Portfolio,2025-01-13 22:30:00,2025-01-14 00:32:00,122
foco,Portfolio,2025-01-13 23:00:00,2025-01-14 00:54:00,114
deep_work,Consultoria,2025-01-13 23:30:00,2025-01-14 00:16:00,46
pesquisa,Estudos,2025-01-14 00:00:00,2025-01-14 00:56:00,56
deep_work,Estudos,2025-01-14 00:30:00,2025-01-14 03:06:00,156
deep_work,Portfolio,2025-01-14 01:00:00,2025-01-14 02:20:00,80
pesquisa,Trabalho,2025-01-14 01:30:00,2025-01-14 02:24:00,54
codando,Consultoria,2025-01-14 02:00:00,2025-01-14 04:05:00,125
foco,Financeiro pessoal,2025-01-14 02:30:00,2025-01-14 03:36:00,66
codando,Estudos,2025-01-14 03:00:00,2025-01-14 05:48:00,168
codando,Trabalho,2025-01-14 03:30:00,2025-01-14 06:14:00,164
codando,Estudos,2025-01-14 04:00:00,2025-01-14 05:14:00,74
admin,Trabalho,2025-01-14 04:30:00,2025-01-14 06:17:00,107
codando,Consultoria,2025-01-14 05:00:00,2025-01-14 06:54:00,114
admin,Consultoria,2025-01-14 05:30:00,2025-01-14 05:55:00,25
pesquisa,Consultoria,2025-01-14 06:00:00,2025-01-14 08:20:00,140
foco,Portfolio,2025-01-14 06:30:00,2025-01-14 07:39:00,69
codando,Trabalho,2025-01-14 07:00:00,2025-01-14 07:32:00,32
reuniao,Financeiro pessoal,2025-01-14 07:30:00,2025-01-14 08:14:00,44
pesquisa,Financeiro pessoal,2025-01-14 08:00:00,2025-01-14 10:22:00,142
admin,Consultoria,2025-01-14 08:30:00,2025-01-14 10:58:00,148
foco,Financeiro pessoal,2025-01-14 09:00:00,2025-01-14 10:08:00,68
deep_work,Estudos,2025-01-14 09:30:00,2025-01-14 11:51:00,141
foco,Trabalho,2025-01-14 10:00:00,2025-01-14 10:54:00,54
foco,Trabalho,2025-01-14 10:30:00,2025-01-14 12:12:00,102
codando,Trabalho,2025-01-14 11:00:00,2025-01-14 12:12:00,72
codando,Estudos,2025-01-14 11:30:00,2025-01-14 13:05:00,95
admin,Portfolio,2025-01-14 12:00:00,2025-01-14 14:03:00,123
admin,Estudos,2025-01-14 12:30:00,2025-01-14 13:36:00,66
codando,Trabalho,2025-01-14 13:00:00,2025-01-14 14:02:00,62
codando,Trabalho,2025-01-14 13:30:00,2025-01-14 16:17:00,167
reuniao,Trabalho,2025-01-14 14:00:00,2025-01-14 15:52:00,112
reuniao,Financeiro pessoal,2025-01-14 14:30:00,2025-01-14 17:13:00,163
pesquisa,Portfolio,2025-01-14 15:00:00,2025-01-14 16:37:00,97
codando,Estudos,2025-01-14 15:30:00,2025-01-14 15:56:00,26
deep_work,Trabalho,2025-01-14 16:00:00,2025-01-14 17:29:00,89
reuniao,Consultoria,2025-01-14 16:30:00,2025-01-14 19:18:00,168
admin,Portfolio,2025-01-14 17:00:00,2025-01-14 17:55:00,55
foco,Consultoria,2025-01-14 17:30:00,2025-01-14 19:33:00,123
pesquisa,Portfolio,2025-01-14 18:00:00,2025-01-14 19:13:00,73
reuniao,Trabalho,2025-01-14 18:30:00,2025-01-14 21:16:00,166
foco,Portfolio,2025-01-14 19:00:00,2025-01-14 19:44:00,44
foco,Portfolio,2025-01-14 19:30:00,2025-01-14 20:56:00,86
reuniao,Trabalho,2025-01-14 20:00:00,2025-01-14 22:08:00,128
deep_work,Consultoria,2025-01-14 20:30:00,2025-01-14 21:37:00,67
deep_work,Consultoria,2025-01-14 21:00:00,2025-01-14 22:50:00,110
pesquisa,Financeiro pessoal,2025-01-14 21:30:00,2025-01-14 21:51:00,21
deep_work,Consultoria,2025-01-14 22:00:00,2025-01-15 00:33:00,153
pesquisa,Consultoria,2025-01-14 22:30:00,2025-01-15 00:56:00,146
admin,Portfolio,2025-01-14 23:00:00,2025-01-15 00:05:00,65
reuniao,Financeiro pessoal,2025-01-14 23:30:00,2025-01-15 01:35:00,125
foco,Trabalho,2025-01-15 00:00:00,2025-01-15 00:59:00,59
pesquisa,Trabalho,2025-01-15 00:30:00,2025-01-15 01:47:00,77
deep_work,Estudos,2025-01-15 01:00:00,2025-01-15 02:37:00,97
pesquisa,Financeiro pessoal,2025-01-15 01:30:00,2025-01-15 02:22:00,52
codando,Portfolio,2025-01-15 02:00:00,2025-01-15 03:21:00,81
pesquisa,Estudos,2025-01-15 02:30:00,2025-01-15 03:01:00,31
deep_work,Estudos,2025-01-15 03:00:00,2025-01-15 05:25:00,145
codando,Trabalho,2025-01-15 03:30:00,2025-01-15 04:38:00,68
codando,Consultoria,2025-01-15 04:00:00,2025-01-15 05:47:00,107
deep_work,Portfolio,2025-01-15 04:30:00,2025-01-15 06:07:00,97
codando,Financeiro pessoal,2025-01-15 05:00:00,2025-01-15 05:24:00,24
reuniao,Estudos,2025-01-15 05:30:00,2025-01-15 06:58:00,88
foco,Portfolio,2025-01-15 06:00:00,2025-01-15 08:10:00,130
reuniao,Trabalho,2025-01-15 06:30:00,2025-01-15 09:29:00,179
reuniao,Estudos,2025-01-15 07:00:00,2025-01-15 08:19:00,79
deep_work,Estudos,2025-01-15 07:30:00,2025-01-15 08:35:00,65
deep_work,Trabalho,2025-01-15 08:00:00,2025-01-15 08:32:00,32
foco,Trabalho,2025-01-15 08:30:00,2025-01-15 10:37:00,127
pesquisa,Trabalho,2025-01-15 09:00:00,2025-01-15 11:11:00,131
reuniao,Portfolio,2025-01-15 09:30:00,2025-01-15 11:29:00,119
codando,Portfolio,2025-01-15 10:00:00,2025-01-15 12:45:00,165
foco,Portfolio,2025-01-15 10:30:00,2025-01-15 12:42:00,132
reuniao,Consultoria,2025-01-15 11:00:00,2025-01-15 12:56:00,116
pesquisa,Estudos,2025-01-15 11:30:00,2025-01-15 12:40:00,70
codando,Portfolio,2025-01-15 12:00:00,2025-01-15 14:17:00,137
reuniao,Consultoria,2025-01-15 12:30:00,2025-01-15 13:25:00,55
admin,Estudos,2025-01-15 13:00:00,2025-01-15 14:40:00,100
foco,Portfolio,2025-01-15 13:30:00,2025-01-15 15:32:00,122
deep_work,Trabalho,2025-01-15 14:00:00,2025-01-15 14:53:00,53
reuniao,Financeiro pessoal,2025-01-15 14:30:00,2025-01-15 17:09:00,159
codando,Portfolio,2025-01-15 15:00:00,2025-01-15 17:32:00,152
codando,Financeiro pessoal,2025-01-15 15:30:00,2025-01-15 16:37:00,67
foco,Portfolio,2025-01-15 16:00:00,2025-01-15 18:03:00,123
foco,Trabalho,2025-01-15 16:30:00,2025-01-15 18:20:00,110
codando,Financeiro pessoal,2025-01-15 17:00:00,2025-01-15 19:23:00,143
codando,Consultoria,2025-01-15 17:30:00,2025-01-15 18:29:00,59
codando,Trabalho,2025-01-15 18:00:00,2025-01-15 20:40:00,160
reuniao,Financeiro pessoal,2025-01-15 18:30:00,2025-01-15 19:15:00,45
codando,Financeiro pessoal,2025-01-15 19:00:00,2025-01-15 21:41:00,161
deep_work,Trabalho,2025-01-15 19:30:00,2025-01-15 21:25:00,115
codando,Trabalho,2025-01-15 20:00:00,2025-01-15 22:38:00,158
deep_work,Trabalho,2025-01-15 20:30:00,2025-01-15 22:09:00,99
reuniao,Estudos,2025-01-15 21:00:00,2025-01-15 22:16:00,76
foco,Consultoria,2025-01-15 21:30:00,2025-01-16 00:19:00,169
deep_work,Portfolio,2025-01-15 22:00:00,2025-01-16 00:10:00,130
reuniao,Financeiro pessoal,2025-01-15 22:30:00,2025-01-16 01:13:00,163
codando,Portfolio,2025-01-15 23:00:00,2025-01-16 00:35:00,95
