date,category,description,amount
2026-09-28,mercado,Taxi/Uber,122.63
2026-09-29,assinaturas,Taxi/Uber,259.3
2026-09-30,saude,Mercado,242.26
2026-10-01,alimentacao,Mercado,352.45
2026-10-02,lazer,Assinatura mensal,417.97
2026-10-03,alimentacao,Compra,151.38
2026-10-04,transporte,Assinatura mensal,96.8
2026-10-05,alimentacao,Farmácia,184.25
2026-10-06,assinaturas,Compra,199.71
2026-10-07,transporte,Mercado,22.74
2026-10-08,lazer,Taxi/Uber,388.45
2026-10-09,saude,Farmácia,448.04
2026-10-10,saude,Assinatura mensal,415.83
2026-10-11,transporte,Restaurante,388.0
2026-10-12,alimentacao,Restaurante,446.71
2026-10-13,mercado,Mercado,408.97
2026-10-14,mercado,Compra,311.32
2026-10-15,saude,Restaurante,79.21
2026-10-16,mercado,Compra,74.58
2026-10-17,transporte,Taxi/Uber,26.71
2026-10-18,mercado,Mercado,188.26
2026-10-19,assinaturas,Mercado,364.93
2026-10-20,saude,Farmácia,223.18
2026-10-21,lazer,Farmácia,168.01
2026-10-22,mercado,Compra,53.61
2026-10-23,assinaturas,Restaurante,28.03
2026-10-24,assinaturas,Restaurante,182.63
2026-10-25,transporte,Assinatura mensal,49.47
2026-10-26,saude,Compra,51.08
2026-10-27,transporte,Restaurante,180.93
2026-10-28,lazer,Farmácia,228.77
2026-10-29,lazer,Farmácia,88.07
2026-10-30,alimentacao,Farmácia,309.66
2026-10-31,lazer,Compra,191.32
2026-11-01,saude,Mercado,45.91
2026-11-02,saude,Assinatura mensal,288.48
2026-11-03,transporte,Assinatura mensal,163.84
2026-11-04,assinaturas,Farmácia,28.28
2026-11-05,alimentacao,Taxi/Uber,426.85
2026-11-06,lazer,Compra,259.18
2026-11-07,assinaturas,Restaurante,217.59
2026-11-08,transporte,Restaurante,387.32
2026-11-09,mercado,Mercado,421.85
2026-11-10,alimentacao,Farmácia,103.04
2026-11-11,saude,Taxi/Uber,365.51
2026-11-12,assinaturas,Farmácia,374.83
2026-11-13,transporte,Taxi/Uber,29.21
2026-11-14,transporte,Assinatura mensal,321.82
2026-11-15,alimentacao,Taxi/Uber,33.02
2026-11-16,alimentacao,Assinatura mensal,269.63
2026-11-17,lazer,Assinatura mensal,302.81
2026-11-18,lazer,Compra,168.34
2026-11-19,saude,Taxi/Uber,396.95
2026-11-20,saude,Mercado,361.23
2026-11-21,alimentacao,Mercado,417.05
2026-11-22,alimentacao,Taxi/Uber,145.13
2026-11-23,assinaturas,Compra,14.58
2026-11-24,lazer,Mercado,366.1
2026-11-25,transporte,Farmácia,104.22
2026-11-26,lazer,Mercado,212.88
2026-11-27,lazer,Compra,368.71
2026-11-28,alimentacao,Assinatura mensal,101.18
2026-11-29,alimentacao,Assinatura mensal,143.8
2026-11-30,lazer,Assinatura mensal,200.39
2026-12-01,mercado,Compra,125.96
2026-12-02,mercado,Assinatura mensal,210.29
2026-12-03,saude,Assinatura mensal,9.27
2026-12-04,lazer,Compra,99.42
2026-12-05,mercado,Farmácia,375.49
2026-12-06,saude,Mercado,189.0
2026-12-07,saude,Compra,288.2
2026-12-08,lazer,Compra,108.37
2026-12-09,saude,Taxi/Uber,294.2
2026-12-10,alimentacao,Assinatura mensal,449.99
2026-12-11,alimentacao,Restaurante,269.9
2026-12-12,alimentacao,Farmácia,284.62
2026-12-13,transporte,Restaurante,54.63
2026-12-14,alimentacao,Taxi/Uber,184.5
2026-12-15,alimentacao,Farmácia,388.02
2026-12-16,lazer,Assinatura mensal,376.25
2026-12-17,mercado,Restaurante,237.47
2026-12-18,mercado,Assinatura mensal,407.04
2026-12-19,alimentacao,Assinatura mensal,68.61
2026-12-20,alimentacao,Mercado,297.89
2026-12-21,alimentacao,Farmácia,115.75
2026-12-22,saude,Farmácia,292.27
2026-12-23,lazer,Taxi/Uber,43.89
2026-12-24,lazer,Compra,424.91
2026-12-25,lazer,Assinatura mensal,354.92
2026-12-26,mercado,Assinatura mensal,94.43
2026-12-27,transporte,Restaurante,288.59
2026-12-28,mercado,Taxi/Uber,342.82
2026-12-29,lazer,Farmácia,98.2
2026-12-30,assinaturas,Mercado,46.53
2026-12-31,transporte,Farmácia,161.54
2027-01-01,alimentacao,Mercado,65.41
2027-01-02,saude,Mercado,256.74
2027-01-03,mercado,Farmácia,193.73
2027-01-04,saude,Restaurante,210.78
2027-01-05,transporte,Assinatura mensal,246.57
2027-01-06,assinaturas,Mercado,442.01
2027-01-07,transporte,Restaurante,357.72
2027-01-08,mercado,Taxi/Uber,285.11
2027-01-09,lazer,Taxi/Uber,166.85
2027-01-10,alimentacao,Mercado,17.05
2027-01-11,lazer,Assinatura mensal,56.85
2027-01-12,lazer,Mercado,330.24
2027-01-13,mercado,Taxi/Uber,169.3
2027-01-14,lazer,Taxi/Uber,153.82
2027-01-15,lazer,Farmácia,400.6
2027-01-16,mercado,Assinatura mensal,220.61
2027-01-17,mercado,Farmácia,405.31
2027-01-18,assinaturas,Restaurante,399.55
2027-01-19,lazer,Restaurante,40.68
2027-01-20,transporte,Restaurante,425.69
2027-01-21,alimentacao,Compra,39.24
2027-01-22,saude,Restaurante,433.76
2027-01-23,alimentacao,Mercado,206.41
2027-01-24,mercado,Farmácia,343.58
2027-01-25,saude,Restaurante,319.23
2027-01-26,mercado,Assinatura mensal,235.73
2027-01-27,assinaturas,Restaurante,280.66
2027-01-28,lazer,Mercado,427.71
2027-01-29,mercado,Mercado,417.67
2027-01-30,mercado,Mercado,296.18
2027-01-31,alimentacao,Mercado,297.68
2027-02-01,lazer,Mercado,114.89
2027-02-02,assinaturas,Assinatura mensal,373.74
2027-02-03,mercado,Compra,286.51
2027-02-04,mercado,Taxi/Uber,372.68
2027-02-05,mercado,Compra,297.74
2027-02-06,alimentacao,Taxi/Uber,138.2
2027-02-07,mercado,Farmácia,89.32
2027-02-08,mercado,Mercado,39.25
2027-02-09,alimentacao,Farmácia,265.77
2027-02-10,mercado,Farmácia,131.4
2027-02-11,lazer,Taxi/Uber,285.58
2027-02-12,lazer,Assinatura mensal,31.1
2027-02-13,alimentacao,Mercado,172.17
2027-02-14,lazer,Restaurante,120.95
2027-02-15,saude,Farmácia,169.8
2027-02-16,saude,Compra,29.16
2027-02-17,saude,Mercado,327.26
2027-02-18,assinaturas,Assinatura mensal,56.93
2027-02-19,mercado,Mercado,11.41
2027-02-20,assinaturas,Restaurante,426.1
2027-02-21,lazer,Restaurante,90.83
2027-02-22,alimentacao,Farmácia,373.49
2027-02-23,saude,Compra,434.19
2027-02-24,alimentacao,Farmácia,242.68
2027-02-25,assinaturas,Assinatura mensal,239.12
2027-02-26,lazer,Taxi/Uber,168.5
2027-02-27,mercado,Restaurante,194.39
2027-02-28,lazer,Compra,219.52
2027-03-01,saude,Restaurante,72.68
2027-03-02,lazer,Assinatura mensal,167.31
2027-03-03,alimentacao,Assinatura mensal,368.17
2027-03-04,transporte,Restaurante,86.17
2027-03-05,saude,Farmácia,329.78
2027-03-06,mercado,Restaurante,294.96
2027-03-07,saude,Farmácia,30.5
2027-03-08,saude,Restaurante,14.98
2027-03-09,mercado,Farmácia,161.88
2027-03-10,saude,Taxi/Uber,313.02
2027-03-11,alimentacao,Mercado,152.04
2027-03-12,lazer,Mercado,302.14
2027-03-13,alimentacao,Farmácia,301.13
2027-03-14,lazer,Farmácia,363.92
2027-03-15,transporte,Taxi/Uber,49.27
2027-03-16,saude,Mercado,261.82
2027-03-17,transporte,Taxi/Uber,32.81
2027-03-18,assinaturas,Assinatura mensal,83.3
2027-03-19,lazer,Restaurante,149.85
2027-03-20,alimentacao,Mercado,319.79
2027-03-21,alimentacao,Farmácia,438.38
2027-03-22,saude,Compra,157.42
2027-03-23,alimentacao,Assinatura mensal,236.91
2027-03-24,assinaturas,Restaurante,120.28
2027-03-25,mercado,Compra,305.59
2027-03-26,alimentacao,Taxi/Uber,168.13
2027-03-27,saude,Restaurante,219.31
2027-03-28,transporte,Taxi/Uber,257.68
2027-03-29,alimentacao,Taxi/Uber,310.38
2027-03-30,alimentacao,Farmácia,31.72
2027-03-31,alimentacao,Taxi/Uber,251.93
2027-04-01,saude,Compra,196.87
2027-04-02,mercado,Assinatura mensal,64.53
2027-04-03,alimentacao,Farmácia,97.58
2027-04-04,mercado,Assinatura mensal,398.33
2027-04-05,mercado,Taxi/Uber,392.94
2027-04-06,assinaturas,Mercado,19.83
2027-04-07,transporte,Restaurante,311.78
2027-04-08,alimentacao,Farmácia,251.61
2027-04-09,alimentacao,Taxi/Uber,423.22
2027-04-10,alimentacao,Farmácia,409.06
2027-04-11,mercado,Mercado,262.91
2027-04-12,lazer,Compra,66.83
2027-04-13,transporte,Compra,209.62
2027-04-14,saude,Restaurante,327.7
2027-04-15,alimentacao,Compra,428.52
2027-04-16,lazer,Mercado,166.9
2027-04-17,lazer,Assinatura mensal,354.18
2027-04-18,lazer,Mercado,309.09
2027-04-19,transporte,Mercado,39.84
2027-04-20,lazer,Taxi/Uber,253.3
2027-04-21,saude,Compra,86.66
2027-04-22,alimentacao,Farmácia,309.18
2027-04-23,saude,Restaurante,276.49
2027-04-24,alimentacao,Assinatura mensal,438.01
2027-04-25,assinaturas,Farmácia,421.25
2027-04-26,mercado,Taxi/Uber,9.17
2027-04-27,lazer,Taxi/Uber,40.61
2027-04-28,saude,Assinatura mensal,347.26
2027-04-29,mercado,Farmácia,310.11
2027-04-30,mercado,Assinatura mensal,361.42
2027-05-01,mercado,Assinatura mensal,123.73
2027-05-02,mercado,Compra,382.95
2027-05-03,mercado,Farmácia,201.88
2027-05-04,alimentacao,Compra,121.55
2027-05-05,transporte,Compra,9.72
2027-05-06,lazer,Restaurante,392.76
2027-05-07,lazer,Compra,243.23
2027-05-08,alimentacao,Mercado,439.05
2027-05-09,saude,Taxi/Uber,323.03
2027-05-10,alimentacao,Taxi/Uber,40.79
2027-05-11,mercado,Mercado,266.75
2027-05-12,transporte,Assinatura mensal,12.62
2027-05-13,lazer,Farmácia,253.21
2027-05-14,saude,Farmácia,160.84
2027-05-15,assinaturas,Farmácia,291.27
2027-05-16,alimentacao,Compra,246.0
2027-05-17,assinaturas,Farmácia,121.3
2027-05-18,lazer,Farmácia,77.25
2027-05-19,alimentacao,Farmácia,185.1
2027-05-20,lazer,Taxi/Uber,444.14
2027-05-21,alimentacao,Mercado,198.89
2027-05-22,saude,Restaurante,338.21
2027-05-23,lazer,Assinatura mensal,30.35
2027-05-24,assinaturas,Mercado,173.6
2027-05-25,transporte,Farmácia,263.24
2027-05-26,saude,Assinatura mensal,339.28
2027-05-27,saude,Assinatura mensal,240.13
2027-05-28,alimentacao,Mercado,234.31
2027-05-29,assinaturas,Mercado,344.94
2027-05-30,lazer,Mercado,144.41
2027-05-31,assinaturas,Restaurante,45.32
2027-06-01,saude,Mercado,159.48
2027-06-02,alimentacao,Restaurante,75.75
2027-06-03,assinaturas,Compra,434.85
2027-06-04,lazer,Taxi/Uber,261.99
2027-06-05,mercado,Restaurante,203.74
2027-06-06,saude,Taxi/Uber,410.86
2027-06-07,transporte,Farmácia,405.66
2027-06-08,transporte,Compra,189.99
2027-06-09,saude,Assinatura mensal,394.25
2027-06-10,mercado,Mercado,33.49
2027-06-11,alimentacao,Farmácia,399.15
2027-06-12,assinaturas,Assinatura mensal,143.21
2027-06-13,assinaturas,Taxi/Uber,256.48
2027-06-14,mercado,Assinatura mensal,125.01
2027-06-15,mercado,Mercado,443.24
2027-06-16,lazer,Mercado,36.94
2027-06-17,lazer,Restaurante,203.9
2027-06-18,transporte,Restaurante,281.34
2027-06-19,alimentacao,Taxi/Uber,278.95
2027-06-20,alimentacao,Mercado,333.75
2027-06-21,mercado,Compra,327.36
2027-06-22,transporte,Farmácia,357.95
2027-06-23,transporte,Taxi/Uber,109.26
2027-06-24,lazer,Taxi/Uber,169.88
2027-06-25,assinaturas,Assinatura mensal,175.0
2027-06-26,alimentacao,Taxi/Uber,430.35
2027-06-27,transporte,Farmácia,187.14
2027-06-28,lazer,Compra,103.73
2027-06-29,lazer,Assinatura mensal,286.39
2027-06-30,lazer,Farmácia,195.13
2027-07-01,assinaturas,Restaurante,116.29
2027-07-02,transporte,Taxi/Uber,323.24
2027-07-03,mercado,Mercado,90.41
2027-07-04,mercado,Restaurante,286.84
2027-07-05,lazer,Mercado,196.59
2027-07-06,lazer,Farmácia,147.03
2027-07-07,assinaturas,Compra,425.96
2027-07-08,lazer,Mercado,149.36
2027-07-09,saude,Farmácia,159.64
2027-07-10,transporte,Assinatura mensal,392.43
2027-07-11,lazer,Taxi/Uber,62.42
2027-07-12,lazer,Compra,53.09
2027-07-13,transporte,Compra,130.8
2027-07-14,alimentacao,Assinatura mensal,268.28
2027-07-15,saude,Compra,176.01
2027-07-16,saude,Farmácia,275.81
2027-07-17,mercado,Compra,76.09
2027-07-18,lazer,Compra,121.35
2027-07-19,transporte,Compra,256.5
2027-07-20,mercado,Farmácia,101.63
2027-07-21,assinaturas,Restaurante,193.15
2027-07-22,alimentacao,Taxi/Uber,259.83
2027-07-23,lazer,Mercado,438.27
2027-07-24,alimentacao,Restaurante,40.55
2027-07-25,lazer,Compra,209.88
2027-07-26,lazer,Assinatura mensal,181.34
2027-07-27,lazer,Assinatura mensal,371.79
2027-07-28,alimentacao,Farmácia,405.63
2027-07-29,saude,Taxi/Uber,408.62
2027-07-30,assinaturas,Compra,171.94
2027-07-31,saude,Farmácia,140.57
2027-08-01,transporte,Mercado,204.87
2027-08-02,transporte,Taxi/Uber,158.07
2027-08-03,saude,Taxi/Uber,324.89
2027-08-04,assinaturas,Farmácia,100.04
2027-08-05,assinaturas,Restaurante,298.11
2027-08-06,lazer,Assinatura mensal,417.51
2027-08-07,lazer,Restaurante,129.56
2027-08-08,transporte,Taxi/Uber,306.22
2027-08-09,lazer,Assinatura mensal,68.88
2027-08-10,lazer,Taxi/Uber,59.02
2027-08-11,assinaturas,Taxi/Uber,56.46
2027-08-12,alimentacao,Taxi/Uber,66.65
2027-08-13,saude,Mercado,101.19
2027-08-14,mercado,Assinatura mensal,255.46
2027-08-15,mercado,Mercado,346.31
2027-08-16,lazer,Assinatura mensal,61.45
2027-08-17,lazer,Mercado,392.16
2027-08-18,saude,Mercado,380.01
2027-08-19,mercado,Mercado,328.69
2027-08-20,assinaturas,Farmácia,194.55
2027-08-21,mercado,Mercado,5.69
2027-08-22,mercado,Restaurante,331.97
2027-08-23,mercado,Restaurante,396.15
2027-08-24,lazer,Taxi/Uber,154.2
2027-08-25,lazer,Compra,324.5
2027-08-26,saude,Mercado,32.61
2027-08-27,mercado,Compra,320.73
2027-08-28,lazer,Compra,35.4
2027-08-29,saude,Taxi/Uber,266.3
2027-08-30,mercado,Compra,270.91
2027-08-31,assinaturas,Compra,139.46
2027-09-01,lazer,Restaurante,40.21
2027-09-02,alimentacao,Compra,427.45
2027-09-03,saude,Assinatura mensal,243.33
2027-09-04,lazer,Mercado,262.99
2027-09-05,assinaturas,Mercado,278.68
2027-09-06,assinaturas,Compra,401.52
2027-09-07,lazer,Taxi/Uber,31.81
2027-09-08,transporte,Assinatura mensal,402.51
2027-09-09,saude,Taxi/Uber,111.66
2027-09-10,mercado,Taxi/Uber,39.69
2027-09-11,mercado,Compra,297.48
2027-09-12,assinaturas,Farmácia,439.75
2027-09-13,lazer,Compra,30.47
2027-09-14,transporte,Restaurante,194.62
2027-09-15,saude,Farmácia,240.75
2027-09-16,alimentacao,Assinatura mensal,117.19
2027-09-17,mercado,Farmácia,442.38
2027-09-18,saude,Compra,290.23
2027-09-19,saude,Compra,380.74
2027-09-20,transporte,Taxi/Uber,190.02
2027-09-21,saude,Compra,162.51
2027-09-22,mercado,Restaurante,251.16
2027-09-23,lazer,Compra,198.7
2027-09-24,mercado,Mercado,323.15
2027-09-25,alimentacao,Mercado,123.29
2027-09-26,lazer,Taxi/Uber,205.07
2027-09-27,assinaturas,Farmácia,403.33
2027-09-28,transporte,Farmácia,341.47
2027-09-29,mercado,Mercado,79.79
2027-09-30,lazer,Restaurante,399.65
2027-10-01,saude,Assinatura mensal,267.11
2027-10-02,lazer,Restaurante,307.28
2027-10-03,mercado,Mercado,135.94
2027-10-04,assinaturas,Restaurante,201.49
2027-10-05,mercado,Assinatura mensal,364.03
2027-10-06,assinaturas,Farmácia,152.15
2027-10-07,saude,Mercado,78.45
2027-10-08,mercado,Compra,173.35
2027-10-09,lazer,Assinatura mensal,35.8
2027-10-10,alimentacao,Assinatura mensal,324.45
2027-10-11,alimentacao,Assinatura mensal,70.75
2027-10-12,saude,Farmácia,131.88
2027-10-13,lazer,Restaurante,397.08
2027-10-14,alimentacao,Taxi/Uber,245.52
2027-10-15,saude,Compra,148.0
2027-10-16,assinaturas,Mercado,248.71
2027-10-17,lazer,Restaurante,102.13
2027-10-18,assinaturas,Assinatura mensal,16.2
2027-10-19,lazer,Farmácia,273.66
2027-10-20,assinaturas,Assinatura mensal,322.79
2027-10-21,assinaturas,Restaurante,396.5
2027-10-22,alimentacao,Mercado,348.49
2027-10-23,lazer,Compra,417.37
2027-10-24,mercado,Assinatura mensal,443.75
2027-10-25,alimentacao,Farmácia,336.5
2027-10-26,assinaturas,Farmácia,391.23
2027-10-27,assinaturas,Taxi/Uber,304.81
2027-10-28,mercado,Farmácia,81.07
2027-10-29,mercado,Taxi/Uber,85.86
2027-10-30,assinaturas,Compra,54.07
2027-10-31,mercado,Mercado,424.62
2027-11-01,transporte,Taxi/Uber,304.37
2027-11-02,alimentacao,Assinatura mensal,356.51
2027-11-03,lazer,Restaurante,152.37
2027-11-04,mercado,Assinatura mensal,209.89
2027-11-05,mercado,Mercado,22.7
2027-11-06,transporte,Farmácia,400.61
2027-11-07,lazer,Restaurante,384.59
2027-11-08,transporte,Assinatura mensal,354.24
2027-11-09,lazer,Restaurante,30.94
2027-11-10,alimentacao,Taxi/Uber,82.54
2027-11-11,mercado,Mercado,153.71
2027-11-12,alimentacao,Assinatura mensal,122.06
2027-11-13,lazer,Farmácia,378.11
2027-11-14,mercado,Restaurante,91.7
2027-11-15,transporte,Farmácia,241.8
2027-11-16,assinaturas,Restaurante,259.26
2027-11-17,transporte,Assinatura mensal,194.13
2027-11-18,assinaturas,Mercado,112.11
2027-11-19,transporte,Compra,432.33
2027-11-20,lazer,Assinatura mensal,188.96
2027-11-21,alimentacao,Farmácia,328.65
2027-11-22,assinaturas,Compra,86.9
2027-11-23,lazer,Mercado,371.15
2027-11-24,alimentacao,Farmácia,101.07
2027-11-25,alimentacao,Mercado,305.51
2027-11-26,mercado,Restaurante,230.39
2027-11-27,mercado,Assinatura mensal,70.22
2027-11-28,mercado,Mercado,16.1
2027-11-29,assinaturas,Farmácia,419.18
2027-11-30,assinaturas,Assinatura mensal,60.93
2027-12-01,alimentacao,Farmácia,318.7
2027-12-02,assinaturas,Farmácia,295.44
2027-12-03,alimentacao,Compra,157.07
2027-12-04,lazer,Taxi/Uber,87.5
2027-12-05,transporte,Mercado,84.36
2027-12-06,alimentacao,Mercado,265.47
2027-12-07,alimentacao,Compra,248.38
2027-12-08,lazer,Restaurante,394.79
2027-12-09,mercado,Mercado,289.8
2027-12-10,saude,Compra,369.58
2027-12-11,mercado,Mercado,19.42
2027-12-12,mercado,Mercado,303.59
2027-12-13,alimentacao,Farmácia,109.0
2027-12-14,alimentacao,Compra,117.51
2027-12-15,assinaturas,Restaurante,325.66
2027-12-16,assinaturas,Mercado,358.08
2027-12-17,transporte,Restaurante,170.42
2027-12-18,transporte,Taxi/Uber,356.58
2027-12-19,saude,Compra,202.47
2027-12-20,assinaturas,Compra,386.65
2027-12-21,alimentacao,Compra,16.08
2027-12-22,lazer,Farmácia,42.16
2027-12-23,assinaturas,Compra,350.48
2027-12-24,alimentacao,Farmácia,282.72
2027-12-25,assinaturas,Taxi/Uber,253.76
2027-12-26,mercado,Assinatura mensal,278.22
2027-12-27,assinaturas,Farmácia,418.93
2027-12-28,saude,Mercado,296.71
2027-12-29,mercado,Compra,293.13
2027-12-30,alimentacao,Assinatura mensal,342.96
2027-12-31,mercado,Farmácia,390.65
2028-01-01,assinaturas,Restaurante,121.55
2028-01-02,mercado,Restaurante,279.45
2028-01-03,saude,Mercado,264.87
2028-01-04,lazer,Assinatura mensal,65.01
2028-01-05,mercado,Taxi/Uber,236.54
2028-01-06,saude,Farmácia,35.95
2028-01-07,mercado,Restaurante,87.31
2028-01-08,transporte,Restaurante,411.27
2028-01-09,lazer,Farmácia,58.06
2028-01-10,alimentacao,Restaurante,262.62
2028-01-11,saude,Taxi/Uber,148.95
2028-01-12,mercado,Restaurante,252.11
2028-01-13,lazer,Farmácia,109.56
2028-01-14,alimentacao,Compra,202.75
2028-01-15,lazer,Restaurante,390.96
2028-01-16,saude,Farmácia,172.42
2028-01-17,transporte,Compra,162.1
2028-01-18,saude,Restaurante,203.52
2028-01-19,saude,Restaurante,49.72
2028-01-20,alimentacao,Farmácia,177.37
2028-01-21,alimentacao,Mercado,8.07
2028-01-22,mercado,Mercado,229.01
2028-01-23,assinaturas,Assinatura mensal,382.33
2028-01-24,saude,Mercado,250.67
2028-01-25,alimentacao,Taxi/Uber,275.44
2028-01-26,saude,Assinatura mensal,18.6
2028-01-27,saude,Mercado,387.48
2028-01-28,alimentacao,Compra,176.33
2028-01-29,transporte,Farmácia,438.81
2028-01-30,transporte,Mercado,58.61
2028-01-31,saude,Compra,425.38
2028-02-01,transporte,Assinatura mensal,287.26
2028-02-02,saude,Farmácia,28.29
2028-02-03,mercado,Mercado,437.41
2028-02-04,alimentacao,Assinatura mensal,11.17
2028-02-05,saude,Mercado,330.16
2028-02-06,transporte,Assinatura mensal,400.84
2028-02-07,transporte,Mercado,83.24
2028-02-08,lazer,Compra,157.79
2028-02-09,lazer,Taxi/Uber,254.75
2028-02-10,transporte,Compra,307.52
2028-02-11,mercado,Farmácia,392.98
2028-02-12,assinaturas,Mercado,343.68
2028-02-13,saude,Taxi/Uber,166.68
2028-02-14,lazer,Taxi/Uber,370.67
2028-02-15,saude,Farmácia,434.9
2028-02-16,lazer,Farmácia,106.01
2028-02-17,alimentacao,Taxi/Uber,37.97
2028-02-18,alimentacao,Farmácia,194.85
2028-02-19,transporte,Farmácia,397.22
2028-02-20,alimentacao,Mercado,71.88
2028-02-21,alimentacao,Compra,399.18
2028-02-22,assinaturas,Restaurante,446.53
2028-02-23,mercado,Assinatura mensal,29.03
2028-02-24,transporte,Taxi/Uber,225.39
2028-02-25,assinaturas,Assinatura mensal,151.35
2028-02-26,transporte,Taxi/Uber,180.19
2028-02-27,mercado,Taxi/Uber,205.98
2028-02-28,transporte,Compra,334.17
2028-02-29,saude,Taxi/Uber,268.13
2028-03-01,saude,Taxi/Uber,432.73
2028-03-02,saude,Compra,153.08
2028-03-03,alimentacao,Farmácia,245.97
2028-03-04,mercado,Restaurante,366.93
2028-03-05,assinaturas,Assinatura mensal,171.0
2028-03-06,assinaturas,Taxi/Uber,212.06
2028-03-07,lazer,Compra,309.81
2028-03-08,assinaturas,Taxi/Uber,388.03
2028-03-09,saude,Compra,189.98
2028-03-10,saude,Assinatura mensal,241.72
2028-03-11,lazer,Mercado,438.93
2028-03-12,alimentacao,Farmácia,23.9
2028-03-13,assinaturas,Mercado,204.46
2028-03-14,mercado,Compra,288.01
2028-03-15,lazer,Taxi/Uber,8.75
2028-03-16,assinaturas,Farmácia,270.57
2028-03-17,alimentacao,Assinatura mensal,30.01
2028-03-18,mercado,Restaurante,386.61
2028-03-19,mercado,Farmácia,364.15
2028-03-20,alimentacao,Taxi/Uber,19.35
2028-03-21,assinaturas,Mercado,26.72
2028-03-22,transporte,Compra,340.36
2028-03-23,assinaturas,Mercado,169.45
2028-03-24,lazer,Farmácia,260.89
2028-03-25,lazer,Restaurante,125.3
2028-03-26,assinaturas,Taxi/Uber,81.97
2028-03-27,saude,Compra,136.75
2028-03-28,lazer,Taxi/Uber,114.79
2028-03-29,transporte,Taxi/Uber,204.5
2028-03-30,saude,Restaurante,337.27
2028-03-31,transporte,Farmácia,251.59
2028-04-01,mercado,Mercado,276.08
2028-04-02,lazer,Taxi/Uber,214.18
2028-04-03,saude,Taxi/Uber,149.51
2028-04-04,assinaturas,Taxi/Uber,68.86
2028-04-05,saude,Compra,162.78
2028-04-06,mercado,Taxi/Uber,301.01
2028-04-07,transporte,Taxi/Uber,331.53
2028-04-08,mercado,Farmácia,213.79
2028-04-09,alimentacao,Taxi/Uber,292.02
2028-04-10,lazer,Restaurante,98.69
