id,title,category,completed_at,duration_minutes
510,Planejar semana,pessoal,2025-01-22 05:00:00,74
511,Limpar casa,saude,2025-01-22 06:00:00,13
512,Estudar IA,pessoal,2025-01-22 07:00:00,38
513,Academia,estudos,2025-01-22 08:00:00,10
514,Planejar semana,profissional,2025-01-22 09:00:00,116
515,Estudar IA,saude,2025-01-22 10:00:00,59
516,Planejar semana,profissional,2025-01-22 11:00:00,119
517,Revisar código,estudos,2025-01-22 12:00:00,95
518,Estudar IA,pessoal,2025-01-22 13:00:00,20
519,Escrever artigo,saude,2025-01-22 14:00:00,83
520,Codar app,profissional,2025-01-22 15:00:00,68
521,Escrever artigo,profissional,2025-01-22 16:00:00,71
522,Codar app,profissional,2025-01-22 17:00:00,90
523,Escrever artigo,pessoal,2025-01-22 18:00:00,45
524,Codar app,saude,2025-01-22 19:00:00,65
525,Codar app,pessoal,2025-01-22 20:00:00,99
526,Projeto pessoal,pessoal,2025-01-22 21:00:00,30
527,Academia,pessoal,2025-01-22 22:00:00,22
528,Academia,estudos,2025-01-22 23:00:00,18
529,Projeto pessoal,estudos,2025-01-23 00:00:00,20
530,Planejar semana,estudos,2025-01-23 01:00:00,84
531,Reunião,saude,2025-01-23 02:00:00,79
532,Planejar semana,pessoal,2025-01-23 03:00:00,10
533,Estudar IA,pessoal,2025-01-23 04:00:00,79
534,Estudar IA,estudos,2025-01-23 05:00:00,86
535,Codar app,pessoal,2025-01-23 06:00:00,95
536,Escrever artigo,pessoal,2025-01-23 07:00:00,65
537,Escrever artigo,profissional,2025-01-23 08:00:00,40
538,Academia,pessoal,2025-01-23 09:00:00,95
539,Limpar casa,profissional,2025-01-23 10:00:00,46
540,Planejar semana,pessoal,2025-01-23 11:00:00,56
541,Revisar código,saude,2025-01-23 12:00:00,100
542,Escrever artigo,estudos,2025-01-23 13:00:00,87
543,Revisar código,profissional,2025-01-23 14:00:00,56
544,Codar app,estudos,2025-01-23 15:00:00,78
545,Revisar código,profissional,2025-01-23 16:00:00,67
546,Projeto pessoal,profissional,2025-01-23 17:00:00,45
547,Revisar código,profissional,2025-01-23 18:00:00,41
548,Reunião,saude,2025-01-23 19:00:00,107
549,Codar app,pessoal,2025-01-23 20:00:00,73
550,Planejar semana,profissional,2025-01-23 21:00:00,80
551,Projeto pessoal,saude,2025-01-23 22:00:00,51
552,Escrever artigo,profissional,2025-01-23 23:00:00,57
553,Estudar IA,pessoal,2025-01-24 00:00:00,83
554,Planejar semana,profissional,2025-01-24 01:00:00,90
555,Estudar IA,saude,2025-01-24 02:00:00,39
556,Codar app,pessoal,2025-01-24 03:00:00,30
557,Projeto pessoal,saude,2025-01-24 04:00:00,69
558,Academia,pessoal,2025-01-24 05:00:00,22
559,Escrever artigo,pessoal,2025-01-24 06:00:00,10
560,Reunião,estudos,2025-01-24 07:00:00,74
561,Academia,estudos,2025-01-24 08:00:00,42
562,Codar app,estudos,2025-01-24 09:00:00,47
563,Planejar semana,pessoal,2025-01-24 10:00:00,34
564,Reunião,profissional,2025-01-24 11:00:00,35
565,Revisar código,saude,2025-01-24 12:00:00,86
566,Reunião,saude,2025-01-24 13:00:00,68
567,Codar app,saude,2025-01-24 14:00:00,101
568,Limpar casa,estudos,2025-01-24 15:00:00,42
569,Revisar código,pessoal,2025-01-24 16:00:00,110
570,Estudar IA,estudos,2025-01-24 17:00:00,50
571,Escrever artigo,profissional,2025-01-24 18:00:00,39
572,Estudar IA,pessoal,2025-01-24 19:00:00,66
573,Reunião,saude,2025-01-24 20:00:00,58
574,Estudar IA,estudos,2025-01-24 21:00:00,57
575,Codar app,estudos,2025-01-24 22:00:00,81
576,Planejar semana,profissional,2025-01-24 23:00:00,58
577,Escrever artigo,profissional,2025-01-25 00:00:00,56
578,Estudar IA,estudos,2025-01-25 01:00:00,65
579,Estudar IA,profissional,2025-01-25 02:00:00,74
580,Reunião,saude,2025-01-25 03:00:00,21
581,Planejar semana,profissional,2025-01-25 04:00:00,78
582,Academia,profissional,2025-01-25 05:00:00,97
583,Estudar IA,estudos,2025-01-25 06:00:00,15
584,Codar app,estudos,2025-01-25 07:00:00,98
585,Limpar casa,pessoal,2025-01-25 08:00:00,74
586,Escrever artigo,pessoal,2025-01-25 09:00:00,34
587,Estudar IA,estudos,2025-01-25 10:00:00,10
588,Codar app,profissional,2025-01-25 11:00:00,41
589,Codar app,profissional,2025-01-25 12:00:00,115
590,Escrever artigo,pessoal,2025-01-25 13:00:00,115
591,Academia,pessoal,2025-01-25 14:00:00,12
592,Codar app,pessoal,2025-01-25 15:00:00,58
593,Limpar casa,saude,2025-01-25 16:00:00,28
594,Codar app,saude,2025-01-25 17:00:00,69
595,Codar app,pessoal,2025-01-25 18:00:00,116
596,Codar app,profissional,2025-01-25 19:00:00,38
597,Academia,pessoal,2025-01-25 20:00:00,59
598,Estudar IA,saude,2025-01-25 21:00:00,11
599,Codar app,profissional,2025-01-25 22:00:00,82
600,Planejar semana,saude,2025-01-25 23:00:00,65
601,Estudar IA,profissional,2025-01-26 00:00:00,26
602,Academia,saude,2025-01-26 01:00:00,69
603,Projeto pessoal,profissional,2025-01-26 02:00:00,119
604,Estudar IA,profissional,2025-01-26 03:00:00,45
605,Estudar IA,profissional,2025-01-26 04:00:00,70
606,Revisar código,profissional,2025-01-26 05:00:00,26
607,Reunião,estudos,2025-01-26 06:00:00,58
608,Revisar código,saude,2025-01-26 07:00:00,85
609,Limpar casa,saude,2025-01-26 08:00:00,69
610,Reunião,estudos,2025-01-26 09:00:00,29
611,Escrever artigo,profissional,2025-01-26 10:00:00,59
612,Escrever artigo,profissional,2025-01-26 11:00:00,12
613,Academia,saude,2025-01-26 12:00:00,52
614,Reunião,estudos,2025-01-26 13:00:00,66
615,Estudar IA,profissional,2025-01-26 14:00:00,59
616,Escrever artigo,profissional,2025-01-26 15:00:00,77
617,Codar app,profissional,2025-01-26 16:00:00,90
618,Planejar semana,pessoal,2025-01-26 17:00:00,59
619,Estudar IA,estudos,2025-01-26 18:00:00,46
620,Limpar casa,profissional,2025-01-26 19:00:00,55
621,Codar app,pessoal,2025-01-26 20:00:00,51
622,Codar app,estudos,2025-01-26 21:00:00,24
623,Reunião,profissional,2025-01-26 22:00:00,42
624,Academia,saude,2025-01-26 23:00:00,89
625,Limpar casa,pessoal,2025-01-27 00:00:00,20
626,Escrever artigo,pessoal,2025-01-27 01:00:00,29
627,Reunião,profissional,2025-01-27 02:00:00,111
628,Escrever artigo,profissional,2025-01-27 03:00:00,33
629,Reunião,pessoal,2025-01-27 04:00:00,73
630,Reunião,saude,2025-01-27 05:00:00,89
631,Reunião,saude,2025-01-27 06:00:00,103
632,Academia,estudos,2025-01-27 07:00:00,107
633,Reunião,profissional,2025-01-27 08:00:00,74
634,Projeto pessoal,saude,2025-01-27 09:00:00,97
635,Planejar semana,estudos,2025-01-27 10:00:00,97
636,Escrever artigo,saude,2025-01-27 11:00:00,82
637,Estudar IA,profissional,2025-01-27 12:00:00,95
638,Revisar código,estudos,2025-01-27 13:00:00,85
639,Limpar casa,estudos,2025-01-27 14:00:00,26
640,Academia,estudos,2025-01-27 15:00:00,98
641,Estudar IA,saude,2025-01-27 16:00:00,101
642,Codar app,profissional,2025-01-27 17:00:00,70
643,Projeto pessoal,estudos,2025-01-27 18:00:00,24
644,Revisar código,pessoal,2025-01-27 19:00:00,103
645,Estudar IA,profissional,2025-01-27 20:00:00,60
646,Estudar IA,pessoal,2025-01-27 21:00:00,36
647,Projeto pessoal,pessoal,2025-01-27 22:00:00,95
648,Revisar código,estudos,2025-01-27 23:00:00,83
649,Codar app,estudos,2025-01-28 00:00:00,70
650,Reunião,saude,2025-01-28 01:00:00,67
651,Escrever artigo,saude,2025-01-28 02:00:00,40
652,Codar app,saude,2025-01-28 03:00:00,100
653,Reunião,profissional,2025-01-28 04:00:00,21
654,Academia,saude,2025-01-28 05:00:00,55
655,Planejar semana,pessoal,2025-01-28 06:00:00,40
656,Limpar casa,saude,2025-01-28 07:00:00,41
657,Limpar casa,estudos,2025-01-28 08:00:00,41
658,Escrever artigo,saude,2025-01-28 09:00:00,114
659,Revisar código,profissional,2025-01-28 10:00:00,118
660,Projeto pessoal,profissional,2025-01-28 11:00:00,108
661,Revisar código,pessoal,2025-01-28 12:00:00,62
662,Projeto pessoal,profissional,2025-01-28 13:00:00,70
663,Revisar código,saude,2025-01-28 14:00:00,55
664,Planejar semana,estudos,2025-01-28 15:00:00,94
665,Academia,profissional,2025-01-28 16:00:00,83
666,Academia,pessoal,2025-01-28 17:00:00,89
667,Reunião,saude,2025-01-28 18:00:00,16
668,Academia,pessoal,2025-01-28 19:00:00,13
669,Academia,profissional,2025-01-28 20:00:00,100
670,Codar app,profissional,2025-01-28 21:00:00,61
671,Codar app,pessoal,2025-01-28 22:00:00,98
672,Reunião,saude,2025-01-28 23:00:00,40
673,Escrever artigo,profissional,2025-01-29 00:00:00,84
674,Codar app,estudos,2025-01-29 01:00:00,93
675,Escrever artigo,profissional,2025-01-29 02:00:00,45
676,Estudar IA,saude,2025-01-29 03:00:00,63
677,Codar app,profissional,2025-01-29 04:00:00,63
678,Planejar semana,pessoal,2025-01-29 05:00:00,26
679,Reunião,profissional,2025-01-29 06:00:00,118
680,Estudar IA,profissional,2025-01-29 07:00:00,84
681,Planejar semana,saude,2025-01-29 08:00:00,39
682,Planejar semana,pessoal,2025-01-29 09:00:00,108
683,Planejar semana,saude,2025-01-29 10:00:00,114
684,Escrever artigo,profissional,2025-01-29 11:00:00,111
685,Revisar código,estudos,2025-01-29 12:00:00,31
686,Estudar IA,profissional,2025-01-29 13:00:00,52
687,Projeto pessoal,saude,2025-01-29 14:00:00,36
688,Estudar IA,estudos,2025-01-29 15:00:00,46
689,Revisar código,saude,2025-01-29 16:00:00,55
690,Estudar IA,saude,2025-01-29 17:00:00,44
691,Academia,pessoal,2025-01-29 18:00:00,13
692,Projeto pessoal,estudos,2025-01-29 19:00:00,89
693,Revisar código,profissional,2025-01-29 20:00:00,89
694,Escrever artigo,saude,2025-01-29 21:00:00,94
695,Limpar casa,profissional,2025-01-29 22:00:00,35
696,Revisar código,pessoal,2025-01-29 23:00:00,109
697,Reunião,pessoal,2025-01-30 00:00:00,28
698,Revisar código,estudos,2025-01-30 01:00:00,90
699,Academia,pessoal,2025-01-30 02:00:00,54
700,Limpar casa,pessoal,2025-01-30 03:00:00,35
701,Academia,profissional,2025-01-30 04:00:00,31
702,Limpar casa,pessoal,2025-01-30 05:00:00,67
703,Reunião,pessoal,2025-01-30 06:00:00,72
704,Escrever artigo,saude,2025-01-30 07:00:00,37
705,Academia,pessoal,2025-01-30 08:00:00,74
706,Academia,saude,2025-01-30 09:00:00,53
707,Planejar semana,pessoal,2025-01-30 10:00:00,109
708,Limpar casa,pessoal,2025-01-30 11:00:00,52
709,Codar app,estudos,2025-01-30 12:00:00,46
710,Limpar casa,estudos,2025-01-30 13:00:00,75
711,Planejar semana,saude,2025-01-30 14:00:00,26
712,Estudar IA,pessoal,2025-01-30 15:00:00,49
713,Limpar casa,profissional,2025-01-30 16:00:00,47
714,Escrever artigo,estudos,2025-01-30 17:00:00,94
715,Planejar semana,profissional,2025-01-30 18:00:00,70
716,Estudar IA,estudos,2025-01-30 19:00:00,18
717,Projeto pessoal,estudos,2025-01-30 20:00:00,86
718,Planejar semana,pessoal,2025-01-30 21:00:00,84
719,Projeto pessoal,estudos,2025-01-30 22:00:00,70
720,Academia,profissional,2025-01-30 23:00:00,89
721,Planejar semana,estudos,2025-01-31 00:00:00,25
722,Reunião,saude,2025-01-31 01:00:00,11
723,Projeto pessoal,pessoal,2025-01-31 02:00:00,115
724,Escrever artigo,pessoal,2025-01-31 03:00:00,117
725,Reunião,saude,2025-01-31 04:00:00,81
726,Revisar código,saude,2025-01-31 05:00:00,52
727,Revisar código,saude,2025-01-31 06:00:00,51
728,Estudar IA,estudos,2025-01-31 07:00:00,86
729,Academia,pessoal,2025-01-31 08:00:00,66
730,Planejar semana,saude,2025-01-31 09:00:00,90
731,Codar app,estudos,2025-01-31 10:00:00,112
732,Escrever artigo,saude,2025-01-31 11:00:00,97
733,Projeto pessoal,profissional,2025-01-31 12:00:00,76
734,Reunião,profissional,2025-01-31 13:00:00,39
735,Revisar código,pessoal,2025-01-31 14:00:00,22
736,Escrever artigo,estudos,2025-01-31 15:00:00,28
737,Codar app,profissional,2025-01-31 16:00:00,16
738,Planejar semana,profissional,2025-01-31 17:00:00,18
739,Estudar IA,estudos,2025-01-31 18:00:00,92
740,Codar app,saude,2025-01-31 19:00:00,118
741,Escrever artigo,estudos,2025-01-31 20:00:00,63
742,Codar app,saude,2025-01-31 21:00:00,113
743,Escrever artigo,profissional,2025-01-31 22:00:00,95
744,Escrever artigo,profissional,2025-01-31 23:00:00,91
745,Limpar casa,profissional,2025-02-01 00:00:00,70
746,Projeto pessoal,pessoal,2025-02-01 01:00:00,96
747,Revisar código,pessoal,2025-02-01 02:00:00,11
748,Limpar casa,pessoal,2025-02-01 03:00:00,59
749,Planejar semana,estudos,2025-02-01 04:00:00,84
750,Limpar casa,profissional,2025-02-01 05:00:00,40
751,Academia,profissional,2025-02-01 06:00:00,42
752,Academia,estudos,2025-02-01 07:00:00,87
753,Revisar código,pessoal,2025-02-01 08:00:00,89
754,Codar app,estudos,2025-02-01 09:00:00,20
755,Projeto pessoal,pessoal,2025-02-01 10:00:00,42
756,Revisar código,profissional,2025-02-01 11:00:00,16
757,Escrever artigo,saude,2025-02-01 12:00:00,40
758,Reunião,pessoal,2025-02-01 13:00:00,57
759,Projeto pessoal,profissional,2025-02-01 14:00:00,119
760,Projeto pessoal,profissional,2025-02-01 15:00:00,56
761,Escrever artigo,saude,2025-02-01 16:00:00,87
762,Escrever artigo,profissional,2025-02-01 17:00:00,101
763,Estudar IA,profissional,2025-02-01 18:00:00,62
764,Revisar código,pessoal,2025-02-01 19:00:00,116
765,Escrever artigo,pessoal,2025-02-01 20:00:00,89
766,Academia,saude,2025-02-01 21:00:00,28
767,Planejar semana,saude,2025-02-01 22:00:00,90
768,Reunião,profissional,2025-02-01 23:00:00,99
769,Revisar código,pessoal,2025-02-02 00:00:00,15
770,Academia,saude,2025-02-02 01:00:00,116
771,Codar app,saude,2025-02-02 02:00:00,58
772,Escrever artigo,estudos,2025-02-02 03:00:00,82
773,Escrever artigo,saude,2025-02-02 04:00:00,59
774,Projeto pessoal,profissional,2025-02-02 05:00:00,90
775,Academia,pessoal,2025-02-02 06:00:00,104
776,Projeto pessoal,saude,2025-02-02 07:00:00,21
777,Estudar IA,estudos,2025-02-02 08:00:00,32
778,Projeto pessoal,pessoal,2025-02-02 09:00:00,63
779,Estudar IA,saude,2025-02-02 10:00:00,78
780,Estudar IA,estudos,2025-02-02 11:00:00,116
781,Escrever artigo,saude,2025-02-02 12:00:00,109
782,Codar app,pessoal,2025-02-02 13:00:00,68
783,Projeto pessoal,pessoal,2025-02-02 14:00:00,45
784,Academia,pessoal,2025-02-02 15:00:00,12
785,Estudar IA,profissional,2025-02-02 16:00:00,67
786,Escrever artigo,saude,2025-02-02 17:00:00,97
787,Reunião,profissional,2025-02-02 18:00:00,64
788,Revisar código,pessoal,2025-02-02 19:00:00,66
789,Codar app,estudos,2025-02-02 20:00:00,26
790,Limpar casa,saude,2025-02-02 21:00:00,48
791,Reunião,profissional,2025-02-02 22:00:00,99
792,Revisar código,saude,2025-02-02 23:00:00,77
793,Reunião,estudos,2025-02-03 00:00:00,64
794,Projeto pessoal,profissional,2025-02-03 01:00:00,54
795,Estudar IA,pessoal,2025-02-03 02:00:00,85
796,Codar app,profissional,2025-02-03 03:00:00,10
797,Planejar semana,saude,2025-02-03 04:00:00,30
798,Estudar IA,saude,2025-02-03 05:00:00,92
799,Planejar semana,saude,2025-02-03 06:00:00,30
800,Revisar código,saude,2025-02-03 07:00:00,61
801,Escrever artigo,pessoal,2025-02-03 08:00:00,91
802,Limpar casa,profissional,2025-02-03 09:00:00,52
803,Academia,pessoal,2025-02-03 10:00:00,61
804,Estudar IA,pessoal,2025-02-03 11:00:00,76
805,Codar app,pessoal,2025-02-03 12:00:00,53
806,Reunião,saude,2025-02-03 13:00:00,41
807,Codar app,saude,2025-02-03 14:00:00,19
808,Revisar código,saude,2025-02-03 15:00:00,73
809,Planejar semana,profissional,2025-02-03 16:00:00,113
810,Reunião,estudos,2025-02-03 17:00:00,88
811,Academia,saude,2025-02-03 18:00:00,78
812,Academia,profissional,2025-02-03 19:00:00,77
813,Estudar IA,saude,2025-02-03 20:00:00,37
814,Revisar código,saude,2025-02-03 21:00:00,62
815,Escrever artigo,pessoal,2025-02-03 22:00:00,60
816,Revisar código,pessoal,2025-02-03 23:00:00,62
817,Planejar semana,pessoal,2025-02-04 00:00:00,13
818,Codar app,profissional,2025-02-04 01:00:00,88
819,Academia,estudos,2025-02-04 02:00:00,26
820,Codar app,estudos,2025-02-04 03:00:00,117
821,Codar app,profissional,2025-02-04 04:00:00,76
822,Codar app,saude,2025-02-04 05:00:00,83
823,Academia,profissional,2025-02-04 06:00:00,56
824,Projeto pessoal,saude,2025-02-04 07:00:00,115
825,Planejar semana,profissional,2025-02-04 08:00:00,65
826,Planejar semana,profissional,2025-02-04 09:00:00,32
827,Reunião,profissional,2025-02-04 10:00:00,27
828,Revisar código,estudos,2025-02-04 11:00:00,10
829,Revisar código,pessoal,2025-02-04 12:00:00,44
830,Limpar casa,profissional,2025-02-04 13:00:00,73
831,Revisar código,estudos,2025-02-04 14:00:00,67
832,Academia,pessoal,2025-02-04 15:00:00,104
833,Escrever artigo,pessoal,2025-02-04 16:00:00,68
834,Estudar IA,profissional,2025-02-04 17:00:00,117
835,Limpar casa,saude,2025-02-04 18:00:00,10
836,Estudar IA,saude,2025-02-04 19:00:00,12
837,Planejar semana,saude,2025-02-04 20:00:00,76
838,Estudar IA,profissional,2025-02-04 21:00:00,46
839,Estudar IA,saude,2025-02-04 22:00:00,92
840,Limpar casa,estudos,2025-02-04 23:00:00,38
841,Reunião,estudos,2025-02-05 00:00:00,98
842,Codar app,estudos,2025-02-05 01:00:00,42
843,Revisar código,estudos,2025-02-05 02:00:00,109
844,Revisar código,pessoal,2025-02-05 03:00:00,70
845,Academia,estudos,2025-02-05 04:00:00,102
846,Limpar casa,saude,2025-02-05 05:00:00,99
847,Academia,profissional,2025-02-05 06:00:00,13
848,Escrever artigo,saude,2025-02-05 07:00:00,23
849,Escrever artigo,estudos,2025-02-05 08:00:00,100
850,Academia,pessoal,2025-02-05 09:00:00,42
851,Limpar casa,estudos,2025-02-05 10:00:00,31
852,Academia,profissional,2025-02-05 11:00:00,57
853,Revisar código,saude,2025-02-05 12:00:00,12
854,Projeto pessoal,profissional,2025-02-05 13:00:00,96
855,Estudar IA,profissional,2025-02-05 14:00:00,94
856,Projeto pessoal,profissional,2025-02-05 15:00:00,114
857,Limpar casa,saude,2025-02-05 16:00:00,32
858,Projeto pessoal,estudos,2025-02-05 17:00:00,77
859,Escrever artigo,profissional,2025-02-05 18:00:00,30
860,Planejar semana,saude,2025-02-05 19:00:00,110
861,Estudar IA,pessoal,2025-02-05 20:00:00,52
862,Codar app,saude,2025-02-05 21:00:00,104
863,Limpar casa,pessoal,2025-02-05 22:00:00,94
864,Estudar IA,saude,2025-02-05 23:00:00,35
865,Projeto pessoal,estudos,2025-02-06 00:00:00,50
866,Escrever artigo,profissional,2025-02-06 01:00:00,108
867,Reunião,estudos,2025-02-06 02:00:00,47
868,Codar app,saude,2025-02-06 03:00:00,97
869,Estudar IA,profissional,2025-02-06 04:00:00,20
870,Escrever artigo,pessoal,2025-02-06 05:00:00,114
871,Escrever artigo,saude,2025-02-06 06:00:00,38
872,Projeto pessoal,profissional,2025-02-06 07:00:00,69
873,Revisar código,pessoal,2025-02-06 08:00:00,76
874,Projeto pessoal,pessoal,2025-02-06 09:00:00,74
875,Revisar código,estudos,2025-02-06 10:00:00,70
876,Revisar código,saude,2025-02-06 11:00:00,28
877,Codar app,pessoal,2025-02-06 12:00:00,55
878,Projeto pessoal,profissional,2025-02-06 13:00:00,58
879,Reunião,pessoal,2025-02-06 14:00:00,31
880,Academia,pessoal,2025-02-06 15:00:00,87
881,Academia,estudos,2025-02-06 16:00:00,66
882,Projeto pessoal,estudos,2025-02-06 17:00:00,23
883,Projeto pessoal,profissional,2025-02-06 18:00:00,53
884,Codar app,estudos,2025-02-06 19:00:00,25
885,Projeto pessoal,pessoal,2025-02-06 20:00:00,106
886,Revisar código,pessoal,2025-02-06 21:00:00,86
887,Escrever artigo,estudos,2025-02-06 22:00:00,111
888,Escrever artigo,pessoal,2025-02-06 23:00:00,21
889,Revisar código,pessoal,2025-02-07 00:00:00,64
890,Limpar casa,profissional,2025-02-07 01:00:00,60
891,Revisar código,estudos,2025-02-07 02:00:00,111
892,Reunião,pessoal,2025-02-07 03:00:00,48
893,Planejar semana,estudos,2025-02-07 04:00:00,42
894,Estudar IA,profissional,2025-02-07 05:00:00,42
895,Revisar código,estudos,2025-02-07 06:00:00,38
896,Projeto pessoal,pessoal,2025-02-07 07:00:00,78
897,Projeto pessoal,estudos,2025-02-07 08:00:00,79
898,Codar app,pessoal,2025-02-07 09:00:00,40
899,Revisar código,pessoal,2025-02-07 10:00:00,89
900,Codar app,pessoal,2025-02-07 11:00:00,40
901,Revisar código,profissional,2025-02-07 12:00:00,98
902,Estudar IA,estudos,2025-02-07 13:00:00,55
903,Planejar semana,profissional,2025-02-07 14:00:00,106
904,Escrever artigo,estudos,2025-02-07 15:00:00,86
905,Academia,profissional,2025-02-07 16:00:00,61
906,Revisar código,saude,2025-02-07 17:00:00,19
907,Planejar semana,pessoal,2025-02-07 18:00:00,97
908,Escrever artigo,pessoal,2025-02-07 19:00:00,83
909,Limpar casa,profissional,2025-02-07 20:00:00,50
910,Estudar IA,saude,2025-02-07 21:00:00,104
911,Codar app,pessoal,2025-02-07 22:00:00,86
912,Codar app,estudos,2025-02-07 23:00:00,12
913,Projeto pessoal,profissional,2025-02-08 00:00:00,68
914,Escrever artigo,pessoal,2025-02-08 01:00:00,61
915,Limpar casa,pessoal,2025-02-08 02:00:00,43
916,Planejar semana,profissional,2025-02-08 03:00:00,58
917,Estudar IA,profissional,2025-02-08 04:00:00,37
918,Escrever artigo,estudos,2025-02-08 05:00:00,92
919,Limpar casa,estudos,2025-02-08 06:00:00,96
920,Academia,pessoal,2025-02-08 07:00:00,118
921,Revisar código,pessoal,2025-02-08 08:00:00,105
922,Codar app,profissional,2025-02-08 09:00:00,22
923,Planejar semana,pessoal,2025-02-08 10:00:00,106
924,Codar app,pessoal,2025-02-08 11:00:00,107
925,Planejar semana,profissional,2025-02-08 12:00:00,106
926,Projeto pessoal,pessoal,2025-02-08 13:00:00,78
